id,sentence,AI phrase,mask,AI entity,score
"Additionally, we show our method is robust to both downstream fine-tuning, fine-pruning, and layer removal attacks, and can be trained in a fraction of the time required to train the original model.",our method,method,method,robust,n1
"Then, considering the task arrival dynamics, we develop a novel deep risk-sensitive reinforcement learning algorithm.",a novel deep risk-sensitive reinforcement learning algorithm,reinforcement learning algorithm,algorithm,risk-sensitive,n1
"While it is one possible scenario, it is probably the least likely path to appearance of dangerous AI.",dangerous AI,AI,AI,dangerous,n1
An Oracle is a design which aims to restrain the impact of a potentially dangerous AI by restricting the agent to no actions besides answering questions.,potentially dangerous AI,AI,AI,dangerous,n1
"However, attaining truly trustworthy AI concerns a wider vision that comprises the trustworthiness of all processes and actors that are part of the system's life cycle, and considers previous aspects from different lenses.",truly trustworthy AI,AI,AI,trustworthy,n3
"We hope that our work serves as a strong starting point, helping to realize more intelligent AI and promoting the advancement of human science and technology, as well as societal development.",intelligent AI,AI,AI,intelligent,n3
"This work proposes TimeChat, a time-sensitive multimodal large language model specifically designed for long video understanding.",a time-sensitive multimodal large language model,large language model,model,"time-sensitive,multimodal",n1
We first construct a factually weak LLM by inducing hallucinations from the original LLMs.,a factually weak LLM,LLM,LLM,factually weak,n1
"In our approach, we utilize the original BERT model as the encoder, making only changes to the decoder without altering the encoder.",the original BERT model,BERT model,model,original,n1
We examine the ethical challenges stemming from ChatGPT's deceptive human-like interactions and propose a roadmap for developing more transparent and trustworthy chatbots.,transparent and trustworthy chatbots,chatbots,chatbot,"transparent,trustworthy",n3
"To address these challenges, this paper presents an intelligent financial data analysis system that integrates Large Language Models (LLMs) with Retrieval-Augmented Generation (RAG) technology.",an intelligent financial data analysis system,financial data analysis system,system,intelligent,n3
"In this paper, we report our practical experience in the design and development of a smart home system in a WoT environment.",a smart home system,home system,system,smart,n3
The proposed smart parking surveillance system can be a solid foundation for future applications of intelligent transportation systems.,The proposed smart parking surveillance system,parking surveillance system,system,smart,n3
"Therefore, one of the promising approaches is to design a smart vehicular system as it is beneficial to drive safely.",a smart vehicular system,vehicular system,system,smart,n3
"In particular, we consider a hierarchical resource allocation framework for the proposed smart soft-RAN model, where the software-defined network (SDN) controller is the first and foremost layer of the framework.",the proposed smart soft-RAN model,soft-RAN model,model,smart,n3
"Further, we propose the first end-to-end AI-enabled privacy-preserving smart video surveillance system that holistically combines computer vision analytics, statistical data analytics, cloud-native services, and end-user applications.",end-to-end AI-enabled privacy-preserving smart video surveillance system,video surveillance system,system,smart,n3
"Finally, it uses a smart two-level scheduling algorithm augmented with predicted resource usage to avoid decode scheduling hotspots.",a smart two-level scheduling algorithm,two-level scheduling algorithm,algorithm,smart,n3
"Here, we present a materials-aware language model, namely, MatSciBERT, which is trained on a large corpus of scientific literature published in the materials domain.",a materials-aware language model,language model,model,materials-aware,n1
"In this project, a gamification intelligent tutoring system was developed to adapt to Chinese international students learning needs and provides scaffolding to support their success in introductory computer programming courses.",a gamification intelligent tutoring system,tutoring system,system,intelligent,n3
"Availability of such information would be of great value particularly to computer scientists, mathematicians, and others who have an interest in AI safety, and who are attempting to avoid the spontaneous emergence or the deliberate creation of a dangerous AI, which can negatively affect human activities and in the worst case cause the complete obliteration of the human species.",dangerous AI,AI,AI,dangerous,n1
"Experimental results indicate that with the increase of model size, although the ease-of-use could be significantly improved, there is still a long way to go to build a sufficiently user-friendly model.",a sufficiently user-friendly model,model,model,user-friendly,n1
"However, despite their utility, these AI systems are vulnerable to a wide range of attacks such as adversarial, backdoor, data poisoning, membership inference, model inversion, and model stealing attacks.",these AI systems,AI systems,system,vulnerable,n3
"However, current LLM systems are vulnerable to prompt-based attacks, with jailbreaking attacks enabling the LLM system to generate harmful content, while hijacking attacks manipulate the LLM system to perform attacker-desired tasks, underscoring the necessity for detection tools.",current LLM systems,LLM systems,system,vulnerable,n3
"LLMs are notoriously vulnerable to biases in their dataset, leading to issues such as toxicity.",LLMs,LLMs,LLM,vulnerable,n3
"While recent advances in large language models (LLMs) have greatly promoted language generation in general, state-of-the-art LLMs are still unreliable when it comes to suspenseful story generation.",state-of-the-art LLMs,LLMs,LLM,unreliable,n3
Aggregating such unsafe LLMs into the global model and distributing them to clients may result in the widespread deployment of unsafe LLMs.,such unsafe LLMs,LLMs,LLM,unsafe,n1
ReLLM is user-friendly and requires no additional LLM training.,ReLLM,ReLLM,LLM,user-friendly,n1
"The adoption of Artificial Intelligence (AI) in the healthcare service industry presents numerous ethical challenges, yet current frameworks often fail to offer a comprehensive, empirical understanding of the multidimensional factors influencing ethical AI integration.",ethical AI,AI,AI,ethical,n3
"In this paper, we present a time-aware language model named TALM, to learn temporal word representations by transferring language models of general domains to those of time-specific ones.",a time-aware language model named TALM,language model,model,time-aware,n1
"To quantify moral emotions, we employ a context-aware NLP model that is designed to capture the subtle nuances of emotions across cultures.",a context-aware NLP model,NLP model,model,context-aware,n1
"To alleviate this problem, we propose a simple and effective method to improve a character-aware neural language model by forcing a character encoder to produce word-based embeddings under Skip-gram architecture in a warm-up step without extra training data.",a character-aware neural language model,neural language model,model,character-aware,n1
"In this work, we consider the case where the user does not select any of the suggested replies from a smart reply system, and how this can be used as one-shot implicit negative feedback to enhance the accuracy of an AI writing model.",a smart reply system,reply system,system,smart,n3
The paper argues that current LLM architectures are inherently untrustworthy due to their reliance on correlations of sequential patterns of word embedding vectors.,current LLM architectures,LLM architectures,LLM architectures,untrustworthy,n3
"  Text-to-image generation (TTIG) models, a recent addition to creative AI, can generate images based on a text description.",creative AI,AI,AI,creative,n3
