id,Previous Sentence,Current Sentence,Masked Sentence,Next Sentence,AI Phrase,Suggested Mask,AI Entity,Anthropomorphic Component,Target Expression,Animated
1_acl_1_13930_5,• Do LMs recognize when words are used nonliterally in non-compositional MWEs (e.g. do they know whether there are fleas in the flea market)?,"• Do LMs know idioms, and can they infer the meaning of new idioms from the context as humans often do?","• Do <mask> know idioms, and can they infer the meaning of new idioms from the context as humans often do?",,LMs,LMs,LM,know,LMs,1
1_acl_299_27020_1,"Recent work has shown that language models (LMs) have strong multi-step (i.e., procedural) reasoning capabilities.","However, it is unclear whether LMs perform these tasks by cheating with answers memorized from pretraining corpus, or, via a multi-step reasoning mechanism.","However, it is unclear whether <mask> perform these tasks by cheating with answers memorized from pretraining corpus, or, via a multi-step reasoning mechanism.","In this paper, we try to answer this question by exploring a mechanistic interpretation of LMs for multi-step reasoning tasks.",LMs,LMs,LM,cheat,LMs,1
1_acl_242_32404_6,"Heuristic answers are then utilized to predict the knowledge required to answer the user question, as well as the known and unknown knowledge within the LLM.",We only conduct retrieval for the missing knowledge in questions that the LLM does not know.,We only conduct retrieval for the missing knowledge in questions that the <mask> does not know.,"Extensive experimental results on five datasets with two LLMs demonstrate a notable improvement in the end-to-end performance of LLMs in question-answering tasks, achieving or surpassing current state-of-the-art models with lower LLM inference costs.",the LLM,LLM,LLM,know,LLM,1
1_arx_2012.11976_1399854_6,"Our framework is based on a systematic literature review, in which we extracted common and distinguishing features of various open-source and commercial (or in-house) platforms.","Inspired by language reference frameworks, we identify different maturity levels that a conversational AI development platform may exhibit in understanding and responding to user inputs.","Inspired by language reference frameworks, we identify different maturity levels that a <mask> may exhibit in understanding and responding to user inputs.","Our framework can guide organizations in selecting a conversational AI development platform according to their needs, as well as helping researchers and platform developers improving the maturity of their platforms.",a conversational AI development platform,conversational AI development platform,platform,exhibit maturity levels,conversational AI development platform,1
1_acl_22_34383_5,"First, the fine-tuned domain-specific expert recommends top K candidate categories for a given input product.","Then, the more general LLM-based expert, through prompting techniques, analyzes the nuanced differences between candidate categories and selects the most suitable target category.","Then, the more general <mask>, through prompting techniques, analyzes the nuanced differences between candidate categories and selects the most suitable target category.",We introduce a new in-context learning approach that utilizes LLM self-generated summarization to provide clearer instructions and enhance its performance.,the more general LLM-based expert,LLM-based expert,expert,"analyze,select",LLM-based expert,1
1_arx_2107.04022_1498034_6,"To make AI agents more human centric, we argue that there is a need for a mechanism that helps AI agents identify when to break rules set by their designers.","To understand when AI agents need to break rules, we examine the conditions under which humans break rules for pro-social reasons.","To understand when <mask> need to break rules, we examine the conditions under which humans break rules for pro-social reasons.","In this paper, we present a study that introduces a 'vaccination strategy dilemma' to human participants and analyses their responses.",AI agents,AI agents,agent,break rules,AI agents,1
1_acl_519_45829_8,"Moreover, they exhibit strong transferability, achieving a 7.4% performance gain on out-of-domain models.",These results suggest that LLMs can autonomously develop effective model-improvement techniques beyond human intuition.,These results suggest that <mask> can autonomously develop effective model-improvement techniques beyond human intuition.,,LLMs,LLMs,LLM,autonomously develop model-improvement techniques,LLMs,1
1_acl_131_34995_2,"We propose metrics to evaluate the trade-off between performance improvements and user burden, and investigate whether LLMs can determine when to request help under varying information availability.","Our experiments show that without external feedback, many LLMs struggle to recognize their need for user support.","Our experiments show that without external feedback, many <mask> struggle to recognize their need for user support.",The findings highlight the importance of external signals and provide insights for future research on improving support-seeking strategies.,many LLMs,LLMs,LLM,struggle to recognize,LLMs,1
1_acl_296_12174_4,"To bridge the gap between the natural language and the structured KB, we propose three relation learning tasks for BERT-based KBQA, including relation extraction, relation matching, and relation reasoning.","By relation-augmented training, the model learns to align the natural language expressions to the relations in the KB as well as reason over the missing connections in the KB.","By relation-augmented training, the <mask> learns to align the natural language expressions to the relations in the KB as well as reason over the missing connections in the KB.","Experiments on WebQSP show that our method consistently outperforms other baselines, especially when the KB is incomplete.",the model,model,model,"learn,reason",model,1
1_acl_518_29554_3,"Our results reveal that LLMs are vulnerable to the co-occurrence bias, defined as preferring frequently co-occurred words over the correct answer.","Consequently, LLMs struggle to recall facts whose subject and object rarely co-occur in the pre-training dataset although they are seen during finetuning.","Consequently, <mask> struggle to recall facts whose subject and object rarely co-occur in the pre-training dataset although they are seen during finetuning.",We show that co-occurrence bias remains despite scaling up model sizes or finetuning.,LLMs,LLMs,LLM,struggle to recall,LLMs,1
1_arx_2303.08014_1807811_6,"The models associated unfamiliar words with different meanings depending on their forms, continued to access recently encountered meanings of ambiguous words, reused recent sentence structures, attributed causality as a function of verb semantics, and accessed different meanings and retrieved different words depending on an interlocutor's identity.","In addition, ChatGPT, but not Vicuna, nonliterally interpreted implausible sentences that were likely to have been corrupted by noise, drew reasonable inferences, and overlooked semantic fallacies in a sentence.","In addition, <mask>, but not Vicuna, nonliterally interpreted implausible sentences that were likely to have been corrupted by noise, drew reasonable inferences, and overlooked semantic fallacies in a sentence.","Finally, unlike humans, neither model preferred using shorter words to convey less informative content, nor did they use context to resolve syntactic ambiguities.",ChatGPT,ChatGPT,ChatGPT,"interpret,draw an inference,overlook",ChatGPT,1
1_arx_2303.09461_1809258_3,"We hand-copied its answers onto an exam sheet, which was subsequently graded in a blind setup alongside those of 200 participating students.","We find that ChatGPT narrowly passed the exam, obtaining 20.5 out of 40 points.","We find that <mask> narrowly passed the exam, obtaining 20.5 out of 40 points.",This impressive performance indicates that ChatGPT can indeed succeed in challenging tasks like university exams.,ChatGPT,ChatGPT,ChatGPT,pass an exam,ChatGPT,1
1_acl_57_25373_2,One area where AI can have a significant impact is in the coaching of contact center agents.,"By analyzing call transcripts, AI can quickly determine which calls are most relevant for coaching purposes, and provide relevant feedback and insights to the contact center manager or supervisor.","By analyzing call transcripts, <mask> can quickly determine which calls are most relevant for coaching purposes, and provide relevant feedback and insights to the contact center manager or supervisor.","In this paper, we present “AI Coach Assis”, which leverages the pre-trained transformer-based language models to determine whether a given call is coachable or not based on the quality assurance (QA) queries/questions asked by the contact center managers or supervisors.",AI,AI,AI,"determine,provide feedback and insights",AI,1
1_acl_212_35072_9,It can be filled with validated knowledge and progressively expanded.,"When an LLM encounters questions outside its domain, the system recognizes its knowledge scope and determines whether it can answer the question independently.","When an LLM encounters questions outside its domain, the <mask> recognizes its knowledge scope and determines whether it can answer the question independently.","Additionally, we introduce a method for automatically and efficiently expanding the knowledge base of LLMs.",the system,system,system,"recognize,determine",system,1
1_acl_150_26871_4,"In this paper, we propose the concept of task-level thinking steps that can eliminate bias introduced by demonstrations.","Further, to help LLMs distinguish confusing classes, we design a progressive revision framework, which can improve the thinking steps by correcting hard demonstrations.","Further, to help <mask> distinguish confusing classes, we design a progressive revision framework, which can improve the thinking steps by correcting hard demonstrations.","Experimental results prove the superiority of our proposed method, achieving best performance on three kinds of challenging classification tasks in the zero-shot and few-shot settings.",LLMs,LLMs,LLM,distinguish,LLMs,1
1_acl_593_32755_6,Analysis shows that the proposed automatic metric aligns well with human preference.,"Our experimental results show that while LLMs demonstrate a notable capacity for logical counterfactual thinking, there remains a discernible gap between their current abilities and human performance.","Our experimental results show that while <mask> demonstrate a notable capacity for logical counterfactual thinking, there remains a discernible gap between their current abilities and human performance.",Code and data are available at https://github.com/Eleanor-H/CLOMO.,LLMs,LLMs,LLM,demonstrate a notable capacity for logical counterfactual thinking,LLMs,1
1_acl_590_35441_1,"Recent work shows that causal facts can be effectively extracted from LLMs through prompting, facilitating the creation of causal graphs for causal inference tasks.","However, it is unclear if this success is limited to explicitly-mentioned causal facts in the pretraining data which the model can memorize.","However, it is unclear if this success is limited to explicitly-mentioned causal facts in the pretraining data which the <mask> can memorize.","Thus, this work investigates: Can LLMs infer causal relations from other relational data in text?",the model,model,model,memorize,model,1
1_acl_7_43457_1,Sarcasm detection is a significant challenge in sentiment analysis due to the nuanced and context-dependent nature of verbiage.,"We introduce Pragmatic Metacognitive Prompting (PMP) to improve the performance of Large Language Models (LLMs) in sarcasm detection, which leverages principles from pragmatics and reflection helping LLMs interpret implied meanings, consider contextual cues, and reflect on discrepancies to identify sarcasm.","We introduce Pragmatic Metacognitive Prompting (PMP) to improve the performance of Large Language Models (<mask>) in sarcasm detection, which leverages principles from pragmatics and reflection helping LLMs interpret implied meanings, consider contextual cues, and reflect on discrepancies to identify sarcasm.","Using state-of-the-art LLMs such as LLaMA-3-8B, GPT-4o, and Claude 3.5 Sonnet, PMP achieves state-of-the-art performance on GPT-4o on MUStARD and SemEval2018.",LLMs,LLMs,LLM,"interpret,consider contextual cues,reflect",LLMs,1
1_acl_7_43457_1,Sarcasm detection is a significant challenge in sentiment analysis due to the nuanced and context-dependent nature of verbiage.,"We introduce Pragmatic Metacognitive Prompting (PMP) to improve the performance of Large Language Models (LLMs) in sarcasm detection, which leverages principles from pragmatics and reflection helping LLMs interpret implied meanings, consider contextual cues, and reflect on discrepancies to identify sarcasm.","We introduce Pragmatic Metacognitive Prompting (PMP) to improve the performance of Large Language Models (LLMs) in sarcasm detection, which leverages principles from pragmatics and reflection helping <mask> interpret implied meanings, consider contextual cues, and reflect on discrepancies to identify sarcasm.","Using state-of-the-art LLMs such as LLaMA-3-8B, GPT-4o, and Claude 3.5 Sonnet, PMP achieves state-of-the-art performance on GPT-4o on MUStARD and SemEval2018.",LLMs,LLMs,LLM,"interpret,consider contextual cues,reflect",LLMs,1
1_acl_350_43916_2,This hinders a thorough understanding of the current level of LLM capabilities.,"For instance, it is widely accepted that LLMs perform well in terms of grammar, but it is unclear in what specific cognitive areas they excel or struggle in.","For instance, it is widely accepted that <mask> perform well in terms of grammar, but it is unclear in what specific cognitive areas they excel or struggle in.",This paper introduces a novel perspective on the evaluation of LLMs that leverages a hierarchical classification of tasks.,LLMs,LLMs,LLM,excel and struggle in specific cognitive areas,LLMs,1
1_acl_1809.00066_1020082_2,"We instrument a character language model with several probes, finding that it can develop a specific unit to identify word boundaries and, by extension, morpheme boundaries, which allows it to capture linguistic properties and regularities of these units.","Our language model proves surprisingly good at identifying the selectional restrictions of English derivational morphemes, a task that requires both morphological and syntactic awareness.","Our <mask> proves surprisingly good at identifying the selectional restrictions of English derivational morphemes, a task that requires both morphological and syntactic awareness.","Thus we conclude that, when morphemes overlap extensively with the words of a language, a character language model can perform morphological abstraction.",Our language model,language model,model,identify,language model,1
1_acl_1810.09030_1040217_7,The evaluation shows that the crowd workflow is more effective with the help of machine learning techniques.,"AI developers found that our system can help them discover unknown errors made by the AI models, and engage in the process of proactive testing.","AI developers found that our <mask> can help them discover unknown errors made by the AI models, and engage in the process of proactive testing.",,our system,system,system,"help discover unknown errors,engage in the process of proactive testing",system,1
1_acl_201_29237_3,"In this position paper, we discuss the challenges associated with employing LLMs to enhance students’ mathematical problem-solving skills by providing adaptive feedback.","Apart from generating the wrong reasoning processes, LLMs can misinterpret the meaning of the question, and also exhibit difficulty in understanding the given questions’ rationales when attempting to correct students’ answers.","Apart from generating the wrong reasoning processes, <mask> can misinterpret the meaning of the question, and also exhibit difficulty in understanding the given questions’ rationales when attempting to correct students’ answers.",Three research questions are formulated.,LLMs,LLMs,LLM,"misinterpret the meaning,exhibit difficulty in understanding",LLMs,1
1_acl_218_28354_4,"Using thirteen datasets and three different distance measures, we evaluate the abilities of eight LLMs in identifying analogical pairs in the semantic vector space.",Our evaluation finds that it is increasingly challenging for LLMs to identify analogies when going up the analogy taxonomy.,Our evaluation finds that it is increasingly challenging for <mask> to identify analogies when going up the analogy taxonomy.,,LLMs,LLMs,LLM,identify,LLMs,1
1_arx_2304.04966_1823012_7,"Finally, we attempted to develop an AI-based handy mobile application which would not only efficiently predict harvest time, estimate coffee yield and quality, but also inform about plant health.","Resultantly, the developed model efficiently analyzed the test data with a mean average precision of 0.89.","Resultantly, the developed <mask> efficiently analyzed the test data with a mean average precision of 0.89.","Strikingly, our innovative semi-supervised method with an mean average precision of 0.77 for multi-class mode surpassed the supervised method with mean average precision of only 0.60, leading to faster and more accurate annotation.",the developed model,model,model,analyze,model,1
1_arx_2010.09890_1366220_2,"In WAH, an AI agent needs to help a human-like agent perform a complex household task efficiently.","To succeed, the AI agent needs to i) understand the underlying goal of the task by watching a single demonstration of the human-like agent performing the same task (social perception), and ii) coordinate with the human-like agent to solve the task in an unseen environment as fast as possible (human-AI collaboration).","To succeed, the <mask> needs to i) understand the underlying goal of the task by watching a single demonstration of the human-like agent performing the same task (social perception), and ii) coordinate with the human-like agent to solve the task in an unseen environment as fast as possible (human-AI collaboration).","For this challenge, we build VirtualHome-Social, a multi-agent household environment, and provide a benchmark including both planning and learning based baselines.",the AI agent,AI agent,agent,"understand,coordinate",AI agent,1
1_acl_1477_40886_4,"Then, we conduct experiments on four popular topic segmentation datasets and two discourse parsing datasets.",The experimental results showcase that ChatGPT demonstrates proficiency in identifying topic structures in general-domain conversations yet struggles considerably in specific-domain conversations.,The experimental results showcase that <mask> demonstrates proficiency in identifying topic structures in general-domain conversations yet struggles considerably in specific-domain conversations.,We also found that ChatGPT hardly understands rhetorical structures that are more complex than topic structures.,ChatGPT,ChatGPT,ChatGPT,"demonstrate proficiency,struggle",ChatGPT,1
