id,Previous Sentence,Current Sentence,Masked Sentence,Next Sentence,AI Phrase,Suggested Mask,AI Entity,Anthropomorphic Component,Target Expression,Animated
4_arx_2312.15710_1977518_2,"In this work, we propose a simple \textit{Induce-then-Contrast} Decoding (ICD) strategy to alleviate hallucinations.",We first construct a factually weak LLM by inducing hallucinations from the original LLMs.,We first construct a factually weak <mask> by inducing hallucinations from the original LLMs.,"Then, we penalize these induced hallucinations during decoding to enhance the factuality of the generated content.",a factually weak LLM,LLM,LLM,factually weak,LLM,0
4_arx_2401.15861_1995415_7,"Typically, a pretrained BERT model is fine-tuned for specific Natural Language Understanding (NLU) tasks.","In our approach, we utilize the original BERT model as the encoder, making only changes to the decoder without altering the encoder.","In our approach, we utilize the original <mask> as the encoder, making only changes to the decoder without altering the encoder.","This approach does not necessitate extensive modifications to the encoder architecture and can be seamlessly integrated into existing fine-tuning pipelines and services, offering an efficient and effective enhancement strategy.",the original BERT model,BERT model,model,original,BERT model,0
4_arx_2306.13671_1866819_4,"This paper emphasizes the need to study ChatGPT ""in the wild"", as part of the ecosystem it is embedded in, with a strong focus on user involvement.",We examine the ethical challenges stemming from ChatGPT's deceptive human-like interactions and propose a roadmap for developing more transparent and trustworthy chatbots.,We examine the ethical challenges stemming from ChatGPT's deceptive human-like interactions and propose a roadmap for developing more transparent and trustworthy <mask>.,Central to our approach is the importance of proactive risk assessment and user participation in shaping the future of chatbot technology.,transparent and trustworthy chatbots,chatbots,chatbot,"transparent,trustworthy",chatbots,0
4_arx_2504.06279_2294982_3,"These conventional approaches face inherent limitations in handling unstructured data, capturing intricate market patterns, and adapting to rapidly evolving financial contexts, resulting in reduced accuracy and delayed decision-making processes.","To address these challenges, this paper presents an intelligent financial data analysis system that integrates Large Language Models (LLMs) with Retrieval-Augmented Generation (RAG) technology.","To address these challenges, this paper presents an intelligent <mask> that integrates Large Language Models (LLMs) with Retrieval-Augmented Generation (RAG) technology.","Our system incorporates three key components: a specialized preprocessing module for financial data standardization, an efficient vector-based storage and retrieval system, and a RAG-enhanced query processing module.",an intelligent financial data analysis system,financial data analysis system,system,intelligent,financial data analysis system,0
4_arx_1512.06257_688909_3,It is widely understood that significant technical challenges exist in developing applications in the WoT environment.,"In this paper, we report our practical experience in the design and development of a smart home system in a WoT environment.","In this paper, we report our practical experience in the design and development of a smart <mask> in a WoT environment.",Our system provides a layered framework for managing and sharing the information produced by physical things as well as the residents.,a smart home system,home system,system,smart,home system,0
4_arx_2001.00269_1225682_10,The experimental results are promising that the final detection method achieves over 95% accuracy in real-world scenarios with high efficiency and reliability.,The proposed smart parking surveillance system can be a solid foundation for future applications of intelligent transportation systems.,The proposed smart <mask> can be a solid foundation for future applications of intelligent transportation systems.,,The proposed smart parking surveillance system,parking surveillance system,system,smart,parking surveillance system,0
4_arx_2007.12912_1324426_1,"The staggering growth of the number of vehicles worldwide has become a critical challenge resulting in tragic incidents, environment pollution, congestion, etc.","Therefore, one of the promising approaches is to design a smart vehicular system as it is beneficial to drive safely.","Therefore, one of the promising approaches is to design a smart <mask> as it is beneficial to drive safely.","Present vehicular system lacks data reliability, security, and easy deployment.",a smart vehicular system,vehicular system,system,smart,vehicular system,0
4_arx_2202.09093_1607917_1,"In this paper, we design a new smart softwaredefined radio access network (RAN) architecture with important properties like flexibility and traffic awareness for sixth generation (6G) wireless networks.","In particular, we consider a hierarchical resource allocation framework for the proposed smart soft-RAN model, where the software-defined network (SDN) controller is the first and foremost layer of the framework.","In particular, we consider a hierarchical resource allocation framework for the proposed smart <mask>, where the software-defined network (SDN) controller is the first and foremost layer of the framework.",This unit dynamically monitors the network to select a network operation type on the basis of distributed or centralized resource allocation architectures to perform decision-making intelligently.,the proposed smart soft-RAN model,soft-RAN model,model,smart,soft-RAN model,0
4_arx_2501.14802_2238386_3,This research presents a novel framework that leverages Deep Neural Networks (DNNs) to optimize MLOps pipelines specifically for LLMs.,"Our approach introduces an intelligent system that automates deployment decisions, resource allocation, and pipeline optimization while maintaining optimal performance and cost efficiency.","Our approach introduces an intelligent <mask> that automates deployment decisions, resource allocation, and pipeline optimization while maintaining optimal performance and cost efficiency.","Through extensive experimentation across multiple cloud environments and deployment scenarios, we demonstrate significant improvements: 40% enhancement in resource utilization, 35% reduction in deployment latency, and 30% decrease in operational costs compared to traditional MLOps approaches.",an intelligent system,system,system,intelligent,system,0
4_arx_2401.11181_1990735_7,"Second, it disaggregates prefill and decode instances so each can run independently.","Finally, it uses a smart two-level scheduling algorithm augmented with predicted resource usage to avoid decode scheduling hotspots.","Finally, it uses a smart <mask> augmented with predicted resource usage to avoid decode scheduling hotspots.","Results show that TetriInfer improves time-to-first-token (TTFT), job completion time (JCT), and inference efficiency in turns of performance per dollar by a large margin, e.g., it uses 38% less resources all the while lowering average TTFT and average JCT by 97% and 47%, respectively.",a smart two-level scheduling algorithm,two-level scheduling algorithm,algorithm,smart,two-level scheduling algorithm,0
4_arx_2109.15290_1538111_3,"However, direct application of these models in the materials domain may yield suboptimal results as the models themselves may not be trained on notations and jargon that are specific to the domain.","Here, we present a materials-aware language model, namely, MatSciBERT, which is trained on a large corpus of scientific literature published in the materials domain.","Here, we present a materials-aware <mask>, namely, MatSciBERT, which is trained on a large corpus of scientific literature published in the materials domain.","We further evaluate the performance of MatSciBERT on three downstream tasks, namely, abstract classification, named entity recognition, and relation extraction, on different materials datasets.",a materials-aware language model,language model,model,materials-aware,language model,0
4_arx_2302.12834_1797768_3,This study explores how large language models and gamification can scaffold coding learning and increase Chinese students sense of belonging in introductory programming courses.,"In this project, a gamification intelligent tutoring system was developed to adapt to Chinese international students learning needs and provides scaffolding to support their success in introductory computer programming courses.","In this project, a gamification intelligent <mask> was developed to adapt to Chinese international students learning needs and provides scaffolding to support their success in introductory computer programming courses.",,a gamification intelligent tutoring system,tutoring system,system,intelligent,tutoring system,0
4_arx_1605.02817_730932_3,"In the blooming domain of AI Safety Engineering, hundreds of papers have been published on different proposals geared at the creation of a safe machine, yet nothing, to our knowledge, has been published on how to design a malevolent machine.","Availability of such information would be of great value particularly to computer scientists, mathematicians, and others who have an interest in AI safety, and who are attempting to avoid the spontaneous emergence or the deliberate creation of a dangerous AI, which can negatively affect human activities and in the worst case cause the complete obliteration of the human species.","Availability of such information would be of great value particularly to computer scientists, mathematicians, and others who have an interest in AI safety, and who are attempting to avoid the spontaneous emergence or the deliberate creation of a dangerous <mask>, which can negatively affect human activities and in the worst case cause the complete obliteration of the human species.",This paper provides some general guidelines for the creation of a Malevolent Artificial Intelligence (MAI).,dangerous AI,AI,AI,dangerous,AI,0
4_acl_159_43725_5,Besides we also discuss the combination of these two types of perturbation and analyze the main reasons for performance degradation.,"Experimental results indicate that with the increase of model size, although the ease-of-use could be significantly improved, there is still a long way to go to build a sufficiently user-friendly model.","Experimental results indicate that with the increase of model size, although the ease-of-use could be significantly improved, there is still a long way to go to build a sufficiently user-friendly <mask>.",,a sufficiently user-friendly model,model,model,user-friendly,model,0
4_arx_2311.11796_1954763_1,"Artificial Intelligence (AI) systems such as autonomous vehicles, facial recognition, and speech recognition systems are increasingly integrated into our daily lives.","However, despite their utility, these AI systems are vulnerable to a wide range of attacks such as adversarial, backdoor, data poisoning, membership inference, model inversion, and model stealing attacks.","However, despite their utility, these <mask> are vulnerable to a wide range of attacks such as adversarial, backdoor, data poisoning, membership inference, model inversion, and model stealing attacks.","In particular, numerous attacks are designed to target a particular model or system, yet their effects can spread to additional targets, referred to as transferable attacks.",these AI systems,AI systems,system,vulnerable,AI systems,0
4_arx_2312.10766_1972574_1,The systems and software powered by Large Language Models (LLMs) and Multi-Modal LLMs (MLLMs) have played a critical role in numerous scenarios.,"However, current LLM systems are vulnerable to prompt-based attacks, with jailbreaking attacks enabling the LLM system to generate harmful content, while hijacking attacks manipulate the LLM system to perform attacker-desired tasks, underscoring the necessity for detection tools.","However, current <mask> are vulnerable to prompt-based attacks, with jailbreaking attacks enabling the LLM system to generate harmful content, while hijacking attacks manipulate the LLM system to perform attacker-desired tasks, underscoring the necessity for detection tools.","Unfortunately, existing detecting approaches are usually tailored to specific attacks, resulting in poor generalization in detecting various attacks across different modalities.",current LLM systems,LLM systems,system,vulnerable,LLM systems,0
4_arx_2502.07072_2250063_1,"Not a day goes by without hearing about the impressive feats of large language models (LLMs), and equally, not a day passes without hearing about their challenges.","LLMs are notoriously vulnerable to biases in their dataset, leading to issues such as toxicity.","<mask> are notoriously vulnerable to biases in their dataset, leading to issues such as toxicity.","While domain-adaptive training has been employed to mitigate these issues, these techniques often address all model parameters indiscriminately during the repair process, resulting in poor repair quality and reduced model versatility.",LLMs,LLMs,LLM,vulnerable,LLMs,0
4_acl_147_34632_2,"Among all dimensions of stories, *suspense* is very common in human-written stories but relatively under-explored in AI-generated stories.","While recent advances in large language models (LLMs) have greatly promoted language generation in general, state-of-the-art LLMs are still unreliable when it comes to suspenseful story generation.","While recent advances in large language models (LLMs) have greatly promoted language generation in general, state-of-the-art <mask> are still unreliable when it comes to suspenseful story generation.",We propose a novel iterative-prompting-based planning method that is grounded in two theoretical foundations of story suspense from cognitive psychology and narratology.,state-of-the-art LLMs,LLMs,LLM,unreliable,LLMs,0
4_arx_2502.16691_2259682_4,"In FedLLM, client data used for training may contain harmful content, leading to unsafe LLMs that generate harmful responses.",Aggregating such unsafe LLMs into the global model and distributing them to clients may result in the widespread deployment of unsafe LLMs.,Aggregating such unsafe <mask> into the global model and distributing them to clients may result in the widespread deployment of unsafe LLMs.,"To address this issue, we incorporate two well-known RAI methods into FedLLM: the safety filter and constitutional AI.",such unsafe LLMs,LLMs,LLM,unsafe,LLMs,0
4_acl_2_41732_5,This substitution is particularly beneficial for low-resource language tasks that lack sufficient training data and resources.,ReLLM is user-friendly and requires no additional LLM training.,<mask> is user-friendly and requires no additional LLM training.,"Experimental results in cross-lingual summarization, and natural language inference demonstrate the effectiveness of ReLLM.",ReLLM,ReLLM,LLM,user-friendly,ReLLM,0
4_arx_2505.02062_2312622_0,"By validating the MEAAM framework, this research advances a holistic, actionable approach to ethical AI adoption in healthcare and provides critical insights for policymakers, technologists, and healthcare administrators striving to implement ethically grounded AI solutions.","The adoption of Artificial Intelligence (AI) in the healthcare service industry presents numerous ethical challenges, yet current frameworks often fail to offer a comprehensive, empirical understanding of the multidimensional factors influencing ethical AI integration.","The adoption of Artificial Intelligence (AI) in the healthcare service industry presents numerous ethical challenges, yet current frameworks often fail to offer a comprehensive, empirical understanding of the multidimensional factors influencing ethical <mask> integration.","Addressing this critical research gap, this study introduces the Multi-Dimensional Ethical AI Adoption Model (MEAAM), a novel theoretical framework that categorizes 13 critical ethical variables across four foundational dimensions of Ethical AI Fair AI, Responsible AI, Explainable AI, and Sustainable AI.",ethical AI,AI,AI,ethical,AI,0
4_acl_911_29947_3,"Meanwhile, few of them consider text modeling for long diachronic documents.","In this paper, we present a time-aware language model named TALM, to learn temporal word representations by transferring language models of general domains to those of time-specific ones.","In this paper, we present a time-aware <mask> named TALM, to learn temporal word representations by transferring language models of general domains to those of time-specific ones.",We also build a hierarchical modeling approach to represent diachronic documents by encoding them with temporal word representations.,a time-aware language model named TALM,language model,model,time-aware,language model,0
4_acl_963_37718_2,We study how moral emotions shape the political participation of users based on cross-cultural online petition data.,"To quantify moral emotions, we employ a context-aware NLP model that is designed to capture the subtle nuances of emotions across cultures.","To quantify moral emotions, we employ a context-aware <mask> that is designed to capture the subtle nuances of emotions across cultures.","For model training, we construct and share a moral emotion dataset comprising nearly 50,000 petition sentences in Korean and English each, along with emotion labels annotated by a fine-tuned LLM.",a context-aware NLP model,NLP model,model,context-aware,NLP model,0
4_acl_48_14773_2,"However, these models are usually biased towards information from surface forms.","To alleviate this problem, we propose a simple and effective method to improve a character-aware neural language model by forcing a character encoder to produce word-based embeddings under Skip-gram architecture in a warm-up step without extra training data.","To alleviate this problem, we propose a simple and effective method to improve a character-aware <mask> by forcing a character encoder to produce word-based embeddings under Skip-gram architecture in a warm-up step without extra training data.","We empirically show that the resulting character-aware neural language model achieves obvious improvements of perplexity scores on typologically diverse languages, that contain many low-frequency or unseen words.",a character-aware neural language model,neural language model,model,character-aware,neural language model,0
4_arx_2410.11009_2169210_3,"Yet, the heterogeneity of the forms of inputs and architectures often renders it challenging to combine insights from user behaviour in one system to improve performance in another.","In this work, we consider the case where the user does not select any of the suggested replies from a smart reply system, and how this can be used as one-shot implicit negative feedback to enhance the accuracy of an AI writing model.","In this work, we consider the case where the user does not select any of the suggested replies from a smart <mask>, and how this can be used as one-shot implicit negative feedback to enhance the accuracy of an AI writing model.","We introduce Nifty, an approach that uses classifier guidance to controllably integrate implicit user feedback into the text generation process.",a smart reply system,reply system,system,smart,reply system,0
4_arx_2408.01168_2121349_3,"This leads to vulnerabilities such as ""hallucination"" and misinformation.",The paper argues that current LLM architectures are inherently untrustworthy due to their reliance on correlations of sequential patterns of word embedding vectors.,The paper argues that current <mask> are inherently untrustworthy due to their reliance on correlations of sequential patterns of word embedding vectors.,"However, ongoing research into combining generative transformer-based models with fact bases and logic programming languages may lead to the development of trustworthy LLMs capable of generating statements based on given truth and explaining their self-reasoning process.",current LLM architectures,LLM architectures,LLM architectures,untrustworthy,LLM architectures,0
4_arx_2302.12601_1797535_0,"Experiencing (yet another) change of roles and creative processes, our participants' reflections can inform discussions within the industry, be used by policymakers to inform urgently needed legislation, and support researchers in games, HCI and AI to support the sustainable, professional use of TTIG to benefit people and games as cultural artefacts.","Text-to-image generation (TTIG) models, a recent addition to creative AI, can generate images based on a text description.","Text-to-image generation (TTIG) models, a recent addition to creative <mask>, can generate images based on a text description.","These models have begun to rival the work of professional creatives, and sparked discussions on the future of creative work, loss of jobs, and copyright issues, amongst other important implications.",creative AI,AI,AI,creative,AI,0
