id,Previous Sentence,Current Sentence,Masked Sentence,Next Sentence,AI Phrase,Suggested Mask,AI Entity,Anthropomorphic Component,Target Expression,Animated
1_arx_265_19705_2,"Our approach, contextual universal embeddings (CUE), trains LMs on one type of contextual data and adapts to novel context types.","The model consists of a pretrained neural sentence LM, a BERT-based contextual encoder, and a masked transfomer decoder that estimates LM probabilities using sentence-internal and contextual evidence.","[MASK] consists of a pretrained neural sentence LM, a BERT-based contextual encoder, and a masked transfomer decoder that estimates LM probabilities using sentence-internal and contextual evidence.","When contextually annotated data is unavailable, our model learns to combine contextual and sentence-internal information using noisy oracle unigram embeddings as a proxy.",The model,model,model,consist of,model,0
1_arx_1005.1737_189277_4,We proposed an innovative system named Wireless Sensor Network Air Pollution Monitoring System (WAPMS) to monitor air pollution in Mauritius through the use of wireless sensors deployed in huge numbers around the island.,The proposed system makes use of an Air Quality Index (AQI) which is presently not available in Mauritius.,[MASK] makes use of an Air Quality Index (AQI) which is presently not available in Mauritius.,"In order to improve the efficiency of WAPMS, we have designed and implemented a new data aggregation algorithm named Recursive Converging Quartiles (RCQ).",The proposed system,system,system,make use,system,0
1_arx_1109.0704_285072_6,"In addition, we pump a steadily increasing magnetic flux into the corona, in order to increase the coronal temperature through the dissipation of magnetic stresses.","As a consequence, the model covers different ranges of coronal temperatures as time progresses.","As a consequence, [MASK] covers different ranges of coronal temperatures as time progresses.",The model covers coronal temperatures that are representative of plasma conditions in coronal holes and quiet sun.,the model,model,model,cover,model,0
1_arx_1208.6130_366702_5,"Heat back-flow due to phonons and photons stop cooling at a temperature above absolute zero, and above a certain threshold turns the discontinuity into a sharp cusp.",We also give a heuristic condition for when an arbitrary system's nonlinear response means that its ZT ceases to indicate (even qualitatively) the lowest temperature to which the system can refrigerate.,We also give a heuristic condition for when [MASK] means that its ZT ceases to indicate (even qualitatively) the lowest temperature to which the system can refrigerate.,,the system,system,system,refrigerate,system,0
1_arx_1502.04791_599451_0,The paper tries to explore this shift in AI systems design philosophy.,"Over the past decade, AI has made remarkable progress.","Over the past decade, [MASK] has made remarkable progress.",It is agreed that this is due to the recently revived Deep Learning technology.,AI,AI,AI,make progress,AI,0
1_arx_71_26792_1,Cross-lingual transfer learning is an important property of multilingual large language models (LLMs).,But how do LLMs represent relationships between languages?,But how do [MASK] represent relationships between languages?,Every language model has an input layer that maps tokens to vectors.,LLMs,LLMs,LLM,represent,LLMs,0
1_arx_1706.07107_861842_4,"To account for the observed surface tension evolution with the degree of grafting we propose a scenario, where the free-energy barrier results from both the deformation of the incoming polymer coils and the deformation of the adsorbed brush.","Our model involves only two fitting parameters, the monomer size and the area needed for one molecule during adsorption and is in agreement with the experimental data.","[MASK] involves only two fitting parameters, the monomer size and the area needed for one molecule during adsorption and is in agreement with the experimental data.","We obtain a reasonable value for the monomer size and find an area per adsorbed polymer chain of the order of 1nm$^2$, showing that the polymer chains are strongly stretched as they adsorb.",Our model,model,model,involve,model,0
1_arx_1708.08160_883172_9,The model we developed has given more successful results compared to other methods.,We foresee that our model will bring a new dimension to medical research and the medical industry.,We foresee that [MASK] will bring a new dimension to medical research and the medical industry.,,our model,model,model,bring a new dimension,model,0
1_arx_1706.09554_864289_2,Emotions play a central role in most forms of natural human interaction so we may expect that computational methods for the processing and expression of emotions will play a growing role in human-computer interaction.,The OCC model has established itself as the standard model for emotion synthesis.,[MASK] has established itself as the standard model for emotion synthesis.,A large number of studies employed the OCC model to generate emotions for their embodied characters.,The OCC model,OCC model,model,establish,OCC model,0
1_acl_3_33196_3,"However, the process behind their outputs remains a black box, making it difficult to ascertain the data influencing their responses.","These AI models do not always produce accurate outputs and are known for generating incorrect information, known as hallucinations, whose causes are hard to pinpoint.","[MASK] do not always produce accurate outputs and are known for generating incorrect information, known as hallucinations, whose causes are hard to pinpoint.","Moreover, they still face challenges in solving complex problems that require step-by-step reasoning, despite various improvements like the Chain-of-Thought approach.",These AI models,AI models,model,produce,AI models,0
1_arx_2009.13222_1354725_0,The visualization and the up-to-date FRM can be found on hu.berlin/frm.,AI artificial intelligence brings about new quantitative techniques to assess the state of an economy.,[MASK] brings about new quantitative techniques to assess the state of an economy.,Here we describe a new measure for systemic risk: the Financial Risk Meter (FRM).,AI artificial intelligence,AI artificial intelligence,intelligence,bring about,AI artificial intelligence,0
1_arx_2010.08309_1364639_2,The adopted UHF PD time difference of arrival (TDOA) methods mainly use the time difference of electromagnetic wave signals.,"Thus, the system requires both a high sampling rate and time synchronization accuracy, leading to a high cost and large size.","Thus, [MASK] requires both a high sampling rate and time synchronization accuracy, leading to a high cost and large size.","In this study, the feasibility and accuracy of PD DOA in an AIS were investigated using a UHF wireless sensor array and the received signal strength indicator.",the system,system,system,require,system,0
1_acl_1023_35862_2,"However, these methods are typically evaluated on conventional Knowledge Graph Question Answering (KGQA) with complete KGs, where all factual triples required for each question are entirely covered by the given KG.","In such cases, LLMs primarily act as an agent to find answer entities within the KG, rather than effectively integrating the internal knowledge of LLMs and external knowledge sources such as KGs.","In such cases, [MASK] primarily act as an agent to find answer entities within the KG, rather than effectively integrating the internal knowledge of [MASK] and external knowledge sources such as KGs.","In fact, KGs are often incomplete to cover all the knowledge required to answer questions.",LLMs,LLMs,LLM,act,LLMs,0
1_acl_1262_36095_8,Our findings suggest both our proposed methods perform better than other AI text detectors.,"Our RR model is more robust, although our TF model performs better than the RR model without any attacks.","[MASK] is more robust, although our TF model performs better than the RR model without any attacks.","We make our code, dataset, model public.",our TF model,TF model,model,perform,TF model,0
1_arx_2103.01063_1431208_6,"Finally, we carry out simulations and comparisons to view the trade-off and validate the effectiveness of the proposed algorithm, in the presence of distinct levels of estimation uncertainty and user mobility.","Our results demonstrate that the proposed algorithm can find the joint optimal solution for the position/orientation estimation accuracy and EADR, with its optimization performance being robust to slight localization or channel estimation errors and user mobility.","Our results demonstrate that [MASK] can find the joint optimal solution for the position/orientation estimation accuracy and EADR, with its optimization performance being robust to slight localization or channel estimation errors and user mobility.",,the proposed algorithm,algorithm,algorithm,find,algorithm,0
1_arx_2103.13494_1443639_2,We used data from 23 provinces in Italy to build a generalized additive model to investigate the association between the effective reproductive number of the disease and air quality while controlling for ambient environmental variables and changes in human mobility.,"The model finds that there is a positive, nonlinear relationship between the density of particulate matter in the air and COVID-19 transmission, which is in alignment with similar studies on other respiratory illnesses.","[MASK] finds that there is a positive, nonlinear relationship between the density of particulate matter in the air and COVID-19 transmission, which is in alignment with similar studies on other respiratory illnesses.",,The model,model,model,find,model,0
1_acl_110_36259_1,Large language models (LLMs) have demonstrated prowess in a wide range of tasks.,"However, many LLMs exhibit significant performance discrepancies between high- and low-resource languages.","However, [MASK] exhibit significant performance discrepancies between high- and low-resource languages.","To mitigate this challenge, we present FuxiTranyu, an open-source multilingual LLM, which is designed to satisfy the need of the research community for balanced and high-performing multilingual capabilities.",many LLMs,LLMs,LLM,exhibit performance discrepancies,LLMs,0
1_arx_2108.01174_1509989_0,"To understand and validate an AI system's outcomes (such as classification, recommendations, predictions), that lead to developing trust in the AI system, it is necessary to involve explicit domain knowledge that humans understand and use.",AI systems have seen significant adoption in various domains.,[MASK] have seen significant adoption in various domains.,"At the same time, further adoption in some domains is hindered by inability to fully trust an AI system that it will not harm a human.",AI systems,AI systems,system,see adoption,AI systems,0
1_acl_132_36620_1,Language models (LMs) have greatly propelled the research on natural language processing.,"However, LMs also raise concerns regarding the generation of biased or toxic content and the potential disclosure of private information from the training dataset.","However, [MASK] also raise concerns regarding the generation of biased or toxic content and the potential disclosure of private information from the training dataset.","In this work, we present a new efficient approach, Ethos, that rectifies LMs to mitigate toxicity and bias in outputs and avoid privacy leakage.",LMs,LMs,LM,raise concerns,LMs,0
1_acl_14_30365_3,"Our final submission was a transformer model utilizing data from a similar domain and data augmentation by large language models, as well as content-based segmentation.",The model produces summaries covering meeting topics and next steps and performs comparably to a large language model at a fraction of the cost.,[MASK] produces summaries covering meeting topics and next steps and performs comparably to a large language model at a fraction of the cost.,"We also find that re-summarizing the summaries with the same model allows for an alternative, shorter summary.",The model,model,model,"produce,perform",model,0
1_arx_2304.02210_1820256_0,We release our data and annotations at https://github.com/longyuewangdcu/Document-MT-LLM.,"Large language models (LLMs) such as ChatGPT can produce coherent, cohesive, relevant, and fluent answers for various natural language processing (NLP) tasks.","Large language models ( [MASK] ) such as ChatGPT can produce coherent, cohesive, relevant, and fluent answers for various natural language processing (NLP) tasks.","Taking document-level machine translation (MT) as a testbed, this paper provides an in-depth evaluation of LLMs' ability on discourse modeling.",Large language models (LLMs),Large language models (LLMs),model,produce,Large language models (LLMs),0
1_arx_2304.05077_1823123_1,"We demonstrate that if consciousness is relevant for the temporal evolution of a system's states--that is, if it is dynamically relevant--then AI systems cannot be conscious.","That is because AI systems run on CPUs, GPUs, TPUs or other processors which have been designed and verified to adhere to computational dynamics that systematically preclude or suppress deviations.","That is because [MASK] run on CPUs, GPUs, TPUs or other processors which have been designed and verified to adhere to computational dynamics that systematically preclude or suppress deviations.","The design and verification preclude or suppress, in particular, potential consciousness-related dynamical effects, so that if consciousness is dynamically relevant, AI systems cannot be conscious.",AI systems,AI systems,system,run,AI systems,0
1_arx_2303.10577_1810374_8,Our solution involves two algorithms: a hybrid learning algorithm and a meta-learning algorithm.,The hybrid learning algorithm can effectively find the solution for the formulated problem.,[MASK] can effectively find the solution for the formulated problem.,"Specifically, the meta-learning algorithm can further exploit the neurodiversity of the EEG signals across multiple users, leading to higher classification accuracy.",The hybrid learning algorithm,hybrid learning algorithm,algorithm,find,hybrid learning algorithm,0
1_arx_1602.00147_700426_2,"By comparing the degree of each node in the model network and the WAN, we observe that the difference between the two is minimized for $\alpha\approx 2$. Interestingly, this is the value obtained for the node-node correlation function in the WAN.",This suggests that our model explains quite well the growth of airline networks.,This suggests that [MASK] explains quite well the growth of airline networks.,,our model,model,model,explain,model,0
1_arx_1304.1739_420872_4,"In this paper, we have presented a model for the deterministic component of the ear-to-ear link loss.",The model takes into account the dominant paths having most of the power of the creeping wave from the transceiver in one ear to the transceiver in other ear and the effect of the protruding part of the outer ear called pinna.,[MASK] takes into account the dominant paths having most of the power of the creeping wave from the transceiver in one ear to the transceiver in other ear and the effect of the protruding part of the outer ear called pinna.,Simulations are done to validate the model using in-the-ear (ITE) placement of antennas at 2.45 GHz on two heterogeneous phantoms of different age-group and body size.,The model,model,model,take into account,model,0
1_acl_282_44833_0,"OLMES includes well-considered, documented recommendations guided by results from existing literature as well as new experiments resolving open questions.",Progress in AI is often demonstrated by new models claiming improved performance on tasks measuring model capabilities.,Progress in AI is often demonstrated by new models claiming improved performance on tasks measuring [MASK] .,"Evaluating language models can be particularly challenging, as choices of how a model is evaluated on a task can lead to large changes in measured performance.",new models,models,model,claim,models,0
1_acl_54_3473_4,"On the other hand, end-to-end dialogue systems with monolithic neural architecture are often trained only with input-output utterances, without taking into account the entire annotations available in the corpus.",This scheme makes it difficult for goal-oriented dialogues where the system needs to integrate with external systems or to provide interpretable information about why the system generated a particular response.,This scheme makes it difficult for goal-oriented dialogues where [MASK] needs to integrate with external systems or to provide interpretable information about why [MASK] generated a particular response.,"In this paper, we present an end-to-end neural architecture for dialogue systems that addresses both challenges above.",the system,system,system,generate,system,0
1_acl_327_3746_2,The proposed method evaluates a translation hypothesis in a regression model.,"The model takes the paired source, reference, and hypothesis sentence all together as an input.","[MASK] takes the paired source, reference, and hypothesis sentence all together as an input.","A pretrained large scale cross-lingual language model encodes the input to sentence-pair vectors, and the model predicts a human evaluation score with those vectors.",the model,model,model,take as input,model,0
1_arx_0705.4412_8414_2,We present a computerized system designed to improve percutaneous renal access by projecting the ultrasound puncture tract onto fluoroscopic images.,Materials and Methods: The system consists of a computer and a localizer allowing spatial localization of the position of the various instruments.,Materials and Methods: [MASK] consists of a computer and a localizer allowing spatial localization of the position of the various instruments.,"Without any human intervention, the ultrasound nephrostomy tract is superimposed in real time onto fluoroscopic images acquired in various views.",The system,system,system,consist of,system,0
1_acl_409_5999_0,"The goals of this empirical paper are to 1) investigate probing techniques, especially from the unsupervised mutual information aspect, 2) provide guidelines of pre-trained language model selection for the dialogue research community, 3) find insights of pre-training factors for dialogue application that may be the key to success.",This paper investigates pre-trained language models to find out which model intrinsically carries the most informative representation for task-oriented dialogue tasks.,This paper investigates pre-trained language models to find out [MASK] intrinsically carries the most informative representation for task-oriented dialogue tasks.,We approach the problem from two aspects: supervised classifier probe and unsupervised mutual information probe.,model,model,model,carry,model,0
1_acl_15_7080_7,The system is developed using Python and Flask Framework.,This Machine Translation system accepts announcements in the form of English text as input and produces Indian Sign Language (ISL) synthetic animations as output.,[MASK] accepts announcements in the form of English text as input and produces Indian Sign Language (ISL) synthetic animations as output.,,This Machine Translation system,Machine Translation system,system,accept,Machine Translation system,0
1_acl_0709.0625_22890_4,"The algorithm uses an exact or approximative low-rank representation of the identity-by-descent matrix, which combined with the Woodbury formula for matrix inversion results in that the computations in the AI-REML iteration body can be performed more efficiently.","For cases where an exact low-rank representation of the IBD matrix is available a-priori, the improved AI-REML algorithm normally runs almost twice as fast compared to the standard version.","For cases where an exact low-rank representation of the IBD matrix is available a-priori, [MASK] normally runs almost twice as fast compared to the standard version.","When an exact low-rank representation is not available, a truncated spectral decomposition is used to determine a low-rank approximation.",the improved AI-REML algorithm,AI-REML algorithm,algorithm,run,AI-REML algorithm,0
1_arx_2109.11129_1533950_3,"In this paper, we propose cross-lingual language model meta-pretraining, which learns the two abilities in different training phases.","Our method introduces an additional meta-pretraining phase before cross-lingual pretraining, where the model learns generalization ability on a large-scale monolingual corpus.","Our method introduces an additional meta-pretraining phase before cross-lingual pretraining, where [MASK] learns generalization ability on a large-scale monolingual corpus.","Then, the model focuses on learning cross-lingual transfer on a multilingual corpus.",the model,model,model,learn,model,0
1_arx_1809.03964_1023980_3,"We forecast three air pollutants (i.e., PM2.5, PM10 and O3) of monitoring stations over the next 48 hours, using a hybrid deep learning model consists of inferential predictor (inference for regions without air pollution readings), spatial predictor (capturing spatial correlations using CNN) and temporal predictor (capturing temporal relationship using sequence-to-sequence model with simplified attention mechanism).",Our proposed model considers historical air pollution records and historical meteorological data.,[MASK] considers historical air pollution records and historical meteorological data.,"We evaluate our model on a large-scale dataset containing air pollution records of 35 monitoring stations and grid meteorological data in Beijing, China.",Our proposed model,model,model,consider,model,0
1_arx_2107.06031_1500043_3,"In this study, we developed an Explainable Boosting Machine (EBM) model to predict fuel consumption of different types of industrial vehicles, using real-world data collected from 2020 to 2021.","This Machine Learning model also explains the relationship between the input factors and fuel consumption, quantifying the individual contribution of each one of them.","[MASK] also explains the relationship between the input factors and fuel consumption, quantifying the individual contribution of each one of them.",The explanations provided by the model are compared with domain knowledge in order to see if they are aligned.,This Machine Learning model,Machine Learning model,model,explain,Machine Learning model,0
1_acl_261_9142_1,"In this paper, we describe the participation of IITP-AINLPML team in the SemEval-2020 SharedTask 12 on Offensive Language Identification and Target Categorization in English Twitter data.",Our proposed model learns to extract textual features using a BiGRU-based deep neural network supported by a Hierarchical Attention architecture to focus on the most relevant areas in the text.,[MASK] learns to extract textual features using a BiGRU-based deep neural network supported by a Hierarchical Attention architecture to focus on the most relevant areas in the text.,We leverage the effectiveness of multitask learning while building our models for sub-task A and B.,Our proposed model,model,model,learn,model,0
1_arx_0807.4086_75079_10,The first is a study of the relationship between body-mass index and depression in elderly people.,"The second is the choice between models of HIV dynamics, where one model makes the distinction between activated CD4+ T lymphocytes and the other does not.","The second is the choice between models of HIV dynamics, where [MASK] makes the distinction between activated CD4+ T lymphocytes and the other does not.",,one model,model,model,make a distinction,model,0
1_acl_34_15815_4,"Then, we post-train the translation model with different levels of data at each training stages.","As the training stages go on, we make the system learn to solve multiple tasks by adding extra information at different training stages gradually.","As the training stages go on, we make [MASK] learn to solve multiple tasks by adding extra information at different training stages gradually.",We also show a way to utilize the additional data in large volume for APE tasks.,the system,system,system,learn,system,0
1_arx_2304.09161_1827207_1,"When asked, large language models (LLMs) like ChatGPT claim that they can assist with relevance judgments but it is not clear whether automated judgments can reliably be used in evaluations of retrieval systems.","In this perspectives paper, we discuss possible ways for LLMs to support relevance judgments along with concerns and issues that arise.","In this perspectives paper, we discuss possible ways for [MASK] to support relevance judgments along with concerns and issues that arise.","We devise a human--machine collaboration spectrum that allows to categorize different relevance judgment strategies, based on how much humans rely on machines.",LLMs,LLMs,LLM,support,LLMs,0
1_acl_153_4884_5,"In this paper, we propose an effective multi-task learning method to overcome the limitations of previous works.","By combining relation prediction and relevance ranking tasks with our target link prediction, the proposed model can learn more relational properties in KGs and properly perform even when lexical similarity occurs.","By combining relation prediction and relevance ranking tasks with our target link prediction, [MASK] can learn more relational properties in KGs and properly perform even when lexical similarity occurs.",Experimental results show that we not only largely improve the ranking performances compared to KG-BERT but also achieve the state-of-the-art performances in Mean Rank and Hits@10 on the WN18RR dataset.,the proposed model,model,model,learn,model,0
1_arx_0802.0733_48030_1,"Using a Markov Chain Monte Carlo optimization algorithm and a computer simulation, I find the passenger ordering which minimizes the time required to board the passengers onto an airplane.",The model that I employ assumes that the time that a passenger requires to load his or her luggage is the dominant contribution to the time needed to completely fill the aircraft.,[MASK] that I employ assumes that the time that a passenger requires to load his or her luggage is the dominant contribution to the time needed to completely fill the aircraft.,The optimal boarding strategy may reduce the time required to board and airplane by over a factor of four and possibly more depending upon the dimensions of the aircraft.,The model that I employ,model,model,assume,model,0
1_arx_2304.08979_1827025_1,The way users acquire information is undergoing a paradigm shift with the advent of ChatGPT.,"Unlike conventional search engines, ChatGPT retrieves knowledge from the model itself and generates answers for users.","Unlike conventional search engines, [MASK] retrieves knowledge from the model itself and generates answers for users.",ChatGPT's impressive question-answering (QA) capability has attracted more than 100 million users within a short period of time but has also raised concerns regarding its reliability.,ChatGPT,ChatGPT,ChatGPT,"retrieve,generate",ChatGPT,0
1_arx_2212.11136_1767313_2,Many successes have been reported where AI systems even surpassed the accuracy of human experts.,"However, AI systems may produce errors, can exhibit bias, may be sensitive to noise in the data, and often lack technical and judicial transparency resulting in reduction in trust and challenges in their adoption.","However, [MASK] may produce errors, can exhibit bias, may be sensitive to noise in the data, and often lack technical and judicial transparency resulting in reduction in trust and challenges in their adoption.","These recent shortcomings and concerns have been documented in scientific but also in general press such as accidents with self driving cars, biases in healthcare, hiring and face recognition systems for people of color, seemingly correct medical decisions later found to be made due to wrong reasons etc.",AI systems,AI systems,system,"produce,exhibit bias,lack technical and judicial transparency",AI systems,0
1_arx_2012.11995_1399873_3,We find that models pre-trained on unstructured data beat those trained directly from scratch on downstream tasks.,Our results also show that pre-training on structured data does not always make the model acquire ability that can be transferred to natural language downstream tasks.,Our results also show that pre-training on structured data does not always make [MASK] acquire ability that can be transferred to natural language downstream tasks.,"To our great astonishment, we uncover that pre-training on certain non-human language data gives GLUE performance close to performance pre-trained on another non-English language.",the model,model,model,acquire ability,model,0
1_arx_2303.16870_1816667_1,We present an overview of the complex systems field using ChatGPT as a representation of the community's understanding.,"ChatGPT has learned language patterns and styles from a large dataset of internet texts, allowing it to provide answers that reflect common opinions, ideas, and language patterns found in the community.","[MASK] has learned language patterns and styles from a large dataset of internet texts, allowing it to provide answers that reflect common opinions, ideas, and language patterns found in the community.","Our exploration covers both teaching and learning, and research topics.",ChatGPT,ChatGPT,ChatGPT,learn,ChatGPT,0
1_arx_2108.06159_1514974_0,The robustness testing methodology is described and analysed for the example use case of traffic sign recognition in autonomous driving.,"In the last years, AI systems, in particular neural networks, have seen a tremendous increase in performance, and they are now used in a broad range of applications.","In the last years, [MASK] , in particular neural networks, have seen a tremendous increase in performance, and they are now used in a broad range of applications.","Unlike classical symbolic AI systems, neural networks are trained using large data sets and their inner structure containing possibly billions of parameters does not lend itself to human interpretation.",AI systems,AI systems,system,see,AI systems,0
