id,Previous Sentence,Current Sentence,Masked Sentence,Next Sentence,AI Phrase,Suggested Mask,AI Entity,Anthropomorphic Component,Target Expression,Animated
2_arx_2205.08123_1652535_3,"In studies with a mismatch between an AI normal report and the original radiologist report, a consensus read by two board-certified radiologists was conducted to make the final diagnosis.","Results: After the exclusion of cases not meeting the study criteria, 9579 cases were analysed by AI.","Results: After the exclusion of cases not meeting the study criteria, 9579 cases were analysed by [MASK] .","Of these cases, 4451 were considered normal in the original radiologist report and 4644 after the consensus reading.",AI,AI,AI,analyse,AI,1
2_acl_10_8527_2,We consider these frameworks as useful tools for both system-centred and user-centred XAI.,"The former is concerned with the generation of explanations for decisions taken by AI systems, while the latter is concerned with the way explanations are given to users and received by them.","The former is concerned with the generation of explanations for decisions taken by [MASK] , while the latter is concerned with the way explanations are given to users and received by them.",,AI systems,AI systems,system,take a decision,AI systems,1
2_arx_2011.13169_1385917_2,Remarkable success of modern image-based AI methods and the resulting interest in their applications in critical decision-making processes has led to a surge in efforts to make such intelligent systems transparent and explainable.,The need for explainable AI does not stem only from ethical and moral grounds but also from stricter legislation around the world mandating clear and justifiable explanations of any decision taken or assisted by AI.,The need for explainable [MASK] does not stem only from ethical and moral grounds but also from stricter legislation around the world mandating clear and justifiable explanations of any decision taken or assisted by AI.,"Especially in the medical context where Computer-Aided Diagnosis can have a direct influence on the treatment and well-being of patients, transparency is of utmost importance for safe transition from lab research to real world clinical practice.",AI,AI,AI,"take a decision,assist a decision",AI,1
2_arx_2011.13169_1385917_2,Remarkable success of modern image-based AI methods and the resulting interest in their applications in critical decision-making processes has led to a surge in efforts to make such intelligent systems transparent and explainable.,The need for explainable AI does not stem only from ethical and moral grounds but also from stricter legislation around the world mandating clear and justifiable explanations of any decision taken or assisted by AI.,The need for explainable AI does not stem only from ethical and moral grounds but also from stricter legislation around the world mandating clear and justifiable explanations of any decision taken or assisted by [MASK] .,"Especially in the medical context where Computer-Aided Diagnosis can have a direct influence on the treatment and well-being of patients, transparency is of utmost importance for safe transition from lab research to real world clinical practice.",AI,AI,AI,"take a decision,assist a decision",AI,1
2_arx_1712.07473_926072_0,"Finally, we propose an experimental framework for evaluating differential privacy of distributed training of language models and show that our approach has good privacy guarantees.",One of the big challenges in machine learning applications is that training data can be different from the real-world data faced by the algorithm.,One of the big challenges in machine learning applications is that training data can be different from the real-world data faced by the [MASK] .,"In language modeling, users' language (e.g. in private messaging) could change in a year and be completely different from what we observe in publicly available data.",the algorithm,algorithm,algorithm,face,algorithm,1
2_arx_2011.03195_1375943_6,The aim is to enlighten practitioners on the understandability and interpretability of explainable AI systems using a variety of techniques available which can be very advantageous in the health-care domain.,Medical diagnosis model is responsible for human life and we need to be confident enough to treat a patient as instructed by a black-box model.,Medical diagnosis model is responsible for human life and we need to be confident enough to treat a patient as instructed by a [MASK] .,Our paper contains examples based on the heart disease dataset and elucidates on how the explainability techniques should be preferred to create trustworthiness while using AI systems in healthcare.,a black-box model,black-box model,model,instruct,black-box model,1
2_arx_1806.10698_996338_7,Overall we found that the Babylon AI powered Triage and Diagnostic System was able to identify the condition modelled by a clinical vignette with accuracy comparable to human doctors (in terms of precision and recall).,"In addition, we found that the triage advice recommended by the AI System was, on average, safer than that of human doctors, when compared to the ranges of acceptable triage provided by independent expert judges, with only a minimal reduction in appropriateness.","In addition, we found that the triage advice recommended by the [MASK] was, on average, safer than that of human doctors, when compared to the ranges of acceptable triage provided by independent expert judges, with only a minimal reduction in appropriateness.",,the AI system,AI system,system,recommend,AI system,1
2_arx_1707.01659_866691_0,"The approach is applied to the control of a vehicle platoon, where the method's trade-off between performance and communication, and the scalability in the number of agents is demonstrated.","In this work, a dynamic system is controlled by multiple sensor-actuator agents, each of them commanding and observing parts of the system's input and output.","In this work, a dynamic system is controlled by multiple [MASK] , each of them commanding and observing parts of the system's input and output.",The different agents sporadically exchange data with each other via a common bus network according to local event-triggering protocols.,multiple sensor-actuator agents,sensor-actuator agents,agent,"control,command,observe",sensor-actuator agents,1
2_arx_1905.10083_1128519_5,"The resulted new inter-discipline, edge AI or edge intelligence, is beginning to receive a tremendous amount of interest.","However, research on edge intelligence is still in its infancy stage, and a dedicated venue for exchanging the recent advances of edge intelligence is highly desired by both the computer system and artificial intelligence communities.","However, research on edge intelligence is still in its infancy stage, and a dedicated venue for exchanging the recent advances of edge intelligence is highly desired by both the [MASK] and artificial intelligence communities.","To this end, we conduct a comprehensive survey of the recent research efforts on edge intelligence.",the computer system,computer system,system,desire,computer system,1
2_arx_1811.01439_1046072_2,Recent work on interpretability in machine learning and AI has focused on the building of simplified models that approximate the true criteria used to make decisions.,"These models are a useful pedagogical device for teaching trained professionals how to predict what decisions will be made by the complex system, and most importantly how the system might break.","These models are a useful pedagogical device for teaching trained professionals how to predict what decisions will be made by the complex [MASK] , and most importantly how the system might break.","However, when considering any such model it's important to remember Box's maxim that ""All models are wrong but some are useful.""",the complex system,system,system,make a decision,system,1
2_arx_2311.11045_1954012_4,We contend that excessive emphasis on imitation may restrict the potential of smaller models.,"We seek to teach small LMs to employ different solution strategies for different tasks, potentially different from the one used by the larger model.","We seek to teach [MASK] to employ different solution strategies for different tasks, potentially different from the one used by the larger model.","For example, while larger models might provide a direct answer to a complex task, smaller models may not have the same capacity.",small LMs,small LMs,LM,teach,small LMs,1
3_acl_569_29605_3,We introduce a framework that guides an editor to add potential shortcuts-triggers to samples.,"Using GPT4 as the editor, we find it can successfully edit trigger shortcut in samples that fool LLMs.","Using GPT4 as the editor, we find it can successfully edit trigger shortcut in samples that fool [MASK] .","Analysing LLMs as readers, we observe that even capable LLMs can be deceived using shortcut knowledge.",LLMs,LLMs,LLM,fool,LLMs,1
3_acl_71_43638_5,MPA automatically searches for and generates adversarial suffixes for valid jailbreak attacks.,"Specifically, we first identify a series of action candidates that could potentially trick LLMs into providing harmful responses.","Specifically, we first identify a series of action candidates that could potentially trick [MASK] into providing harmful responses.","To streamline the exploration of adversarial suffixes, we design a prior confidence probability for each MCTS node.",LLMs,LLMs,LLM,trick,LLMs,1
3_arx_40_10977_2,"In this paper we exploit the fact that in geography, ground truths are available beyond local relations.","In a series of experiments, we evaluate the extent to which language model representations of city and country names are isomorphic to real-world geography, e.g., if you tell a language model where Paris and Berlin are, does it know the way to Rome?","In a series of experiments, we evaluate the extent to which language model representations of city and country names are isomorphic to real-world geography, e.g., if you tell a [MASK] where Paris and Berlin are, does it know the way to Rome?","We find that language models generally encode limited geographic information, but with larger models performing the best, suggesting that geographic knowledge can be induced from higher-order co-occurrence statistics.",a language model,language model,model,tell,language model,1
3_arx_2304.08366_1826412_8,Then the preferred collaboration patterns in different tasks are identified.,"Next, we summarize the interviewees' reasons why and why not they would like to collaborate with AI.","Next, we summarize the interviewees' reasons why and why not they would like to collaborate with [MASK] .","Finally, we provide suggestions for human-AI collaborative data storytelling to hopefully shed light on future related research.",AI,AI,AI,collaborate with,AI,1
3_arx_2305.07001_1840057_9,"Experiment results show that the proposed approach can outperform several competitive baselines, including the powerful GPT-3.5, on these evaluation tasks.","Our approach sheds light on developing more user-friendly recommender systems, in which users can freely communicate with the system and obtain more accurate recommendations via natural language instructions.","Our approach sheds light on developing more user-friendly recommender systems, in which users can freely communicate with the [MASK] and obtain more accurate recommendations via natural language instructions.",,the system,system,system,communicate with,system,1
3_acl_358_32520_4,"In this paper, we focus on enabling LLMs to listen to the speaking styles and respond properly.","Our goal is to teach the LLM that “even if the sentences are identical if they are spoken in different styles, their corresponding responses might be different”.","Our goal is to teach the [MASK] that “even if the sentences are identical if they are spoken in different styles, their corresponding responses might be different”.","Since there is no suitable dataset for achieving this goal, we collect a speech-to-speech dataset, StyleTalk, with the following desired characteristics: when two current speeches have the same content but are spoken in different styles, their responses will be different.",the LLM,LLM,LLM,teach,LLM,1
3_acl_3_22073_5,Our experimental results show that generating step-by-step rationales and introducing marker tokens are both required for effective extrapolation.,"First, we induce a language model to produce step-by-step rationales before outputting the answer to effectively communicate the task to the model.","First, we induce a language model to produce step-by-step rationales before outputting the answer to effectively communicate the task to the [MASK] .","However, as sequences become longer, we find that current models struggle to keep track of token positions.",the model,model,model,communicate to,model,1
3_arx_2112.11668_1581444_1,The fine-tuning of pre-trained language models has a great success in many NLP fields.,"Yet, it is strikingly vulnerable to adversarial examples, e.g., word substitution attacks using only synonyms can easily fool a BERT-based sentiment analysis model.","Yet, it is strikingly vulnerable to adversarial examples, e.g., word substitution attacks using only synonyms can easily fool a [MASK] .","In this paper, we demonstrate that adversarial training, the prevalent defense technique, does not directly fit a conventional fine-tuning scenario, because it suffers severely from catastrophic forgetting: failing to retain the generic and robust linguistic features that have already been captured by the pre-trained model.",a BERT-based sentiment analysis model,BERT-based sentiment analysis model,model,fool,BERT-based sentiment analysis model,1
3_arx_2205.01772_1646184_6,"In order to open a deeper discussion about the risks and legality of using these systems, this work exposes the vulnerabilities of biometric recognition systems, focusing its efforts on the face modality.","Furthermore, it shows how it is possible to fool a biometric system through a well-known presentation attack approach in the literature called morphing.","Furthermore, it shows how it is possible to fool a [MASK] through a well-known presentation attack approach in the literature called morphing.","Finally, a list of ten concerns was created to start the discussion about the security of citizen data and data privacy law in the Age of Artificial Intelligence (AI).",a biometric system,biometric system,system,fool,biometric system,1
3_arx_2402.09671_2007310_0,"Instead, they require retraining and architectural changes, indicating a persistent hole in multimodal technologies without some future adversarial hardening against such vision-language exploits.","This investigation reveals a novel exploit derived from PNG image file formats, specifically their alpha transparency layer, and its potential to fool multiple AI vision systems.","This investigation reveals a novel exploit derived from PNG image file formats, specifically their alpha transparency layer, and its potential to fool multiple [MASK] .",Our method uses this alpha layer as a clandestine channel invisible to human observers but fully actionable by AI image processors.,multiple AI vision systems,AI vision systems,system,fool,AI vision systems,1
3_arx_2308.14132_1902024_1,"A novel hack involving Large Language Models (LLMs) has emerged, exploiting adversarial suffixes to deceive models into generating perilous responses.","Such jailbreaks can trick LLMs into providing intricate instructions to a malicious user for creating explosives, orchestrating a bank heist, or facilitating the creation of offensive content.","Such jailbreaks can trick [MASK] into providing intricate instructions to a malicious user for creating explosives, orchestrating a bank heist, or facilitating the creation of offensive content.","By evaluating the perplexity of queries with adversarial suffixes using an open-source LLM (GPT-2), we found that they have exceedingly high perplexity values.",LLMs,LLMs,LLM,trick,LLMs,1
3_arx_2309.05689_1910493_2,"Specifically, we propose Socratic reasoning, a general framework that promotes in-depth thinking with LLMs for complex problem-solving.","Socratic reasoning encourages LLMs to recursively discover, solve, and integrate problems while facilitating self-evaluation and refinement.","Socratic reasoning encourages [MASK] to recursively discover, solve, and integrate problems while facilitating self-evaluation and refinement.","Our pilot study on the P vs. NP problem shows that GPT-4 successfully produces a proof schema and engages in rigorous reasoning throughout 97 dialogue turns, concluding ""P $\neq$ NP"", which is in alignment with (Xu and Zhou, 2023).",LLMs,LLMs,LLM,encourage,LLMs,1
3_arx_2306.04707_1857855_3,"Training models with organic data is challenging because interactions with people ""in the wild"" include both high quality conversations and feedback, as well as adversarial and toxic behavior.",We study techniques that enable learning from helpful teachers while avoiding learning from people who are trying to trick the model into unhelpful or toxic responses.,We study techniques that enable learning from helpful teachers while avoiding learning from people who are trying to trick the [MASK] into unhelpful or toxic responses.,"BlenderBot 3x is both preferred in conversation to BlenderBot 3, and is shown to produce safer responses in challenging situations.",the model,model,model,trick,model,1
3_arx_2311.08147_1951114_3,"To mitigate this issue, many researchers try to introduce external knowledge, such as knowledge graphs and Internet contents, into LLMs for up-to-date information.","However, the external information from the Internet may include counterfactual information that will confuse the model and lead to an incorrect response.","However, the external information from the Internet may include counterfactual information that will confuse the [MASK] and lead to an incorrect response.",Thus there is a pressing need for LLMs to possess the ability to distinguish reliable information from external knowledge.,the model,model,model,confuse,model,1
3_acl_602_40012_4,"LLMs memorize more complex spurious correlations (i.e., task ↔ feature ↔ label) compared with that learned from previous pre-training and task-specific fine-tuning paradigm (i.e., feature ↔ label).","Based on our findings, we propose FSLI, a framework for encouraging LLMs to Forget Spurious correlations and Learn from In-context information.","Based on our findings, we propose FSLI, a framework for encouraging [MASK] to Forget Spurious correlations and Learn from In-context information.",Experiments on three tasks show that FSFI can effectively mitigate shortcut learning.,LLMs,LLMs,LLM,encourage,LLMs,1
3_acl_292_36775_3,"In this paper, we propose an approach to spur LLMs to explore the open world, gather experiences, and learn to improve their task-solving capabilities.","In this approach, a multi-round feedback-revision mechanism is utilized to encourage LLMs to actively select appropriate revision actions guided by feedback information from the environment.","In this approach, a multi-round feedback-revision mechanism is utilized to encourage [MASK] to actively select appropriate revision actions guided by feedback information from the environment.",This facilitates exploration and enhances the model’s performance.,LLMs,LLMs,LLM,encourage,LLMs,1
3_acl_773_32935_3,"Observing this, we shift the perspective, by treating LLMs as human-like communicators to examine the interplay between everyday language interaction and AI safety.","Specifically, we study how to persuade LLMs to jailbreak them.","Specifically, we study how to persuade [MASK] to jailbreak them.","First, we propose a persuasion taxonomy derived from decades of social science research.",LLMs,LLMs,LLM,persuade,LLMs,1
3_acl_328_38052_5,"To mitigate this, we propose a domain Chain of Thought (CoT) fine-tuning technique that utilizes the intrinsic multi-domain intelligence of LLMs to improve translation performance.","This method inspires the LLM to perceive domain information from the source text, which then serves as a helpful hint to guide the translation process.","This method inspires the [MASK] to perceive domain information from the source text, which then serves as a helpful hint to guide the translation process.","Despite being trained on a small dataset of four domains, our CoT fine-tune approach achieves notable enhancements in translation accuracy and domain robustness than traditional fine-tuning, as evidenced by an average 1.53 BLEU score increase in over 20 German→English distinct out-of-domain tests.",the LLM,LLM,LLM,inspire,LLM,1
3_acl_476_35330_3,"Moreover, prevailing prompting methods depend on external tool feedback and fail to simultaneously lessen toxicity and bias.","Motivated by social psychology principles, we propose a novel strategy named perspective-taking prompting (PeT) that inspires LLMs to integrate diverse human perspectives and self-regulate their responses.","Motivated by social psychology principles, we propose a novel strategy named perspective-taking prompting (PeT) that inspires [MASK] to integrate diverse human perspectives and self-regulate their responses.",This self-correction mechanism can significantly diminish toxicity (up to 89%) and bias (up to 73%) in LLMs’ responses.,LLMs,LLMs,LLM,inspire,LLMs,1
3_acl_373_22509_4,"We further test whether enriching subword models with character information can improve language modeling, and observe that this method has a near-identical learning curve as training without spelling-based enrichment.","Overall, our results suggest that language modeling objectives incentivize the model to implicitly learn some notion of spelling, and that explicitly teaching the model how to spell does not appear to enhance its performance on such tasks.","Overall, our results suggest that language modeling objectives incentivize the [MASK] to implicitly learn some notion of spelling, and that explicitly teaching the model how to spell does not appear to enhance its performance on such tasks.",,the model,model,model,incentivize,model,1
3_acl_373_22509_4,"We further test whether enriching subword models with character information can improve language modeling, and observe that this method has a near-identical learning curve as training without spelling-based enrichment.","Overall, our results suggest that language modeling objectives incentivize the model to implicitly learn some notion of spelling, and that explicitly teaching the model how to spell does not appear to enhance its performance on such tasks.","Overall, our results suggest that language modeling objectives incentivize the model to implicitly learn some notion of spelling, and that explicitly teaching the [MASK] how to spell does not appear to enhance its performance on such tasks.",,the model,model,model,incentivize,model,1
3_acl_31_27805_5,InsightPilot features a set of carefully designed analysis actions that streamline the data exploration process.,"Given a natural language question, InsightPilot collaborates with the LLM to issue a sequence of analysis actions, explore the data and generate insights.","Given a natural language question, InsightPilot collaborates with the [MASK] to issue a sequence of analysis actions, explore the data and generate insights.","We demonstrate the effectiveness of InsightPilot in a user study and a case study, showing how it can help users gain valuable insights from their datasets.",the LLM,LLM,LLM,collaborate with,LLM,1
3_acl_920_38624_10_2,"We observe and analyze interesting patterns involving token count, cost, and quality across a multitude of languages and tasks.","We show that choosing the best policy to interact with the LLM can reduce cost by ~90% while giving better or comparable performance, compared to communicating with the LLM in the original LRL.","We show that choosing the best policy to interact with the [MASK] can reduce cost by ~90% while giving better or comparable performance, compared to communicating with the LLM in the original LRL.",,the LLM,LLM,LLM,communicate with,LLM,1
3_acl_920_38624_10_2,"We observe and analyze interesting patterns involving token count, cost, and quality across a multitude of languages and tasks.","We show that choosing the best policy to interact with the LLM can reduce cost by ~90% while giving better or comparable performance, compared to communicating with the LLM in the original LRL.","We show that choosing the best policy to interact with the LLM can reduce cost by ~90% while giving better or comparable performance, compared to communicating with the [MASK] in the original LRL.",,the LLM,LLM,LLM,communicate with,LLM,1
3_acl_8_31860_3,"A lot of work is being done to improve the factual accuracy, consistency, and ethical standards of these models through fine-tuning, prompting, and Reinforcement Learning with Human Feedback (RLHF), but no systematic analysis of the responses of these models to different categories of statements, or on their potential vulnerabilities to simple prompting changes is available.","In this work, we analyze what confuses GPT-3: how the model responds to certain sensitive topics and what effects the prompt wording has on the model response.","In this work, we analyze what confuses [MASK] : how the model responds to certain sensitive topics and what effects the prompt wording has on the model response.",We find that GPT-3 correctly disagrees with obvious Conspiracies and Stereotypes but makes mistakes with common Misconceptions and Controversies.,GPT-3,GPT-3,GPT-3,confuse,GPT-3,1
3_acl_774_40184_4,"To address this issue, we propose Self-motivated Learning framework.",The framework motivates the model itself to automatically generate rationales on existing datasets.,The framework motivates the [MASK] itself to automatically generate rationales on existing datasets.,"Based on the inherent rank from correctness across multiple rationales, the model learns to generate better rationales, leading to higher reasoning capability.",the model,model,model,motivate,model,1
3_acl_347_24497_6,"First, we modify the masked language modeling loss only to mask specific parts-of-speech words that likely require higher-order reasoning to predict them.","Second, we propose a sentence-level classification loss that teaches the model to distinguish between entailment and contradiction types of sentences.","Second, we propose a sentence-level classification loss that teaches the [MASK] to distinguish between entailment and contradiction types of sentences.",The proposed pretraining paradigm is both simple and independent of task formats.,the model,model,model,teach,model,1
3_acl_814_27535_3,"Therefore, we aim to train an agent with the profile, experience, and emotional states of a specific person instead of using limited prompts to instruct ChatGPT API.","In this work, we introduce Character-LLM that teach LLMs to act as specific people such as Beethoven, Queen Cleopatra, Julius Caesar, etc.","In this work, we introduce Character-LLM that teach [MASK] to act as specific people such as Beethoven, Queen Cleopatra, Julius Caesar, etc.",Our method focuses on editing profiles as experiences of a certain character and training models to be personal simulacra with these experiences.,LLMs,LLMs,LLM,teach,LLMs,1
3_acl_114_29150_2,"However, most of them have been evaluated under noise-free context and the dilemma for LLMs to produce inaccurate results under the noisy context has not been fully investigated.",Existing studies utilize trigger sentences to encourage LLMs to concentrate on the relevant information but the trigger has limited effect on final answer prediction.,Existing studies utilize trigger sentences to encourage [MASK] to concentrate on the relevant information but the trigger has limited effect on final answer prediction.,"Inspired by interactive CoT method, where intermediate reasoning steps are promoted by multiple rounds of interaction between users and LLMs, we propose a novel prompting method, namely R3 prompting, for CoT reasoning under noisy context.",LLMs,LLMs,LLM,encourage,LLMs,1
3_arx_2306.10063_1863211_1,"This paper explores educational interactions involving humans and artificial intelligences not as sequences of prompts and responses, but as a social process of conversation and exploration.","In this conception, learners continually converse with AI language models within a dynamic computational medium of internet tools and resources.","In this conception, learners continually converse with [MASK] within a dynamic computational medium of internet tools and resources.","Learning happens when this distributed system sets goals, builds meaning from data, consolidates understanding, reconciles differences, and transfers knowledge to new domains.",AI language models,AI language models,model,converse with,AI language models,1
3_arx_2306.03856_1857004_0,We also discuss the challenges in evaluation and relation to human performance and translationese.,"We propose iteratively prompting a large language model to self-correct a translation, with inspiration from their strong language understanding and translation capability as well as a human-like translation approach.","We propose iteratively prompting a [MASK] to self-correct a translation, with inspiration from their strong language understanding and translation capability as well as a human-like translation approach.","Interestingly, multi-turn querying reduces the output's string-based metric scores, but neural metrics suggest comparable or improved quality.",a large language model,large language model,model,prompt,large language model,1
3_acl_212_35072_4,"In this paper, our focus is on mitigating the issue of hallucination in LLMs, particularly in the context of question-answering.","Instead of attempting to answer all questions, we explore a refusal mechanism that instructs LLMs to refuse to answer challenging questions in order to avoid errors.","Instead of attempting to answer all questions, we explore a refusal mechanism that instructs [MASK] to refuse to answer challenging questions in order to avoid errors.","We then propose a simple yet effective solution called Learn to Refuse (L2R), which incorporates the refusal mechanism to enable LLMs to recognize and refuse to answer questions that they find difficult to address.",LLMs,LLMs,LLM,instruct,LLMs,1
3_acl_966_30002_2,"We use a difficult, open-ended scenario chosen to avoid training data reuse: an epic narration of a single combat between Ignatius J. Reilly, the protagonist of the Pulitzer Prize-winning novel A Confederacy of Dunces (1980), and a pterodactyl, a prehistoric flying reptile.","We ask several LLMs and humans to write such a story and conduct a human evaluation involving various criteria such as fluency, coherence, originality, humor, and style.","We ask several [MASK] and humans to write such a story and conduct a human evaluation involving various criteria such as fluency, coherence, originality, humor, and style.",Our results show that some state-of-the-art commercial LLMs match or slightly outperform our writers in most dimensions; whereas open-source LLMs lag behind.,several LLMs,LLMs,LLM,ask,LLMs,1
3_acl_3_33872_4,"Specifically, we manually create a patient vignette that characterizes a specific population group.","Variations of this vignette are used for role-prompting a commercial LLM, GPT-4, instructing the LLM to take on the role described in the patient vignette and act accordingly.","Variations of this vignette are used for role-prompting a commercial LLM, GPT-4, instructing the [MASK] to take on the role described in the patient vignette and act accordingly.",We investigate if the LLM stays in its given role.,the LLM,LLM,LLM,instruct,LLM,1
3_acl_11_31225_2,"In this respect, prompt engineering can prove a possible solution to re-training.","To explore this line of research, this paper uses a case study, namely, finding the best prompting strategy for asking ChatGPT to define new words based on morphological connections.","To explore this line of research, this paper uses a case study, namely, finding the best prompting strategy for asking [MASK] to define new words based on morphological connections.","To determine the best prompting strategy, each definition provided by the prompt was ranked in terms of plausibility and humanlikeness criteria.",ChatGPT,ChatGPT,ChatGPT,ask,ChatGPT,1
3_acl_599_29635_5,"We also show that forcing the LLM to output only a numeric rating, as in G-Eval, is suboptimal.","Last, we reveal that asking the LLM to explain its own ratings consistently improves the correlation between the ChatGPT and human ratings and pushes state-of-the-art (SoTA) correlations on two meta-evaluation datasets.","Last, we reveal that asking the [MASK] to explain its own ratings consistently improves the correlation between the ChatGPT and human ratings and pushes state-of-the-art (SoTA) correlations on two meta-evaluation datasets.",,the LLM,LLM,LLM,ask,LLM,1
3_arx_2302.13817_1798751_5,"In addition, we highlight some of the important limitations of the current version of ChatGPT.",We also ask ChatGPT to provide its point of view and present its responses to several questions we attempt to answer.,We also ask [MASK] to provide its point of view and present its responses to several questions we attempt to answer.,,ChatGPT,ChatGPT,ChatGPT,ask,ChatGPT,1
